[ INFO] [2013-10-09 09:06:56]  [play.Logger] -Starting E:\iquant_ext\iquantClient
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==/* mysql-connector-java-5.1.20 ( Revision: tonci.grgin@oracle.com-20111003110438-qfydx066wsbydkbw ) */SHOW VARIABLES WHERE Variable_name ='language' OR Variable_name = 'net_write_timeout' OR Variable_name = 'interactive_timeout' OR Variable_name = 'wait_timeout' OR Variable_name = 'character_set_client' OR Variable_name = 'character_set_connection' OR Variable_name = 'character_set' OR Variable_name = 'character_set_server' OR Variable_name = 'tx_isolation' OR Variable_name = 'transaction_isolation' OR Variable_name = 'character_set_results' OR Variable_name = 'timezone' OR Variable_name = 'time_zone' OR Variable_name = 'system_time_zone' OR Variable_name = 'lower_case_table_names' OR Variable_name = 'max_allowed_packet' OR Variable_name = 'net_buffer_length' OR Variable_name = 'sql_mode' OR Variable_name = 'query_cache_type' OR Variable_name = 'query_cache_size' OR Variable_name = 'init_connect'
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==/* mysql-connector-java-5.1.20 ( Revision: tonci.grgin@oracle.com-20111003110438-qfydx066wsbydkbw ) */SHOW VARIABLES WHERE Variable_name ='language' OR Variable_name = 'net_write_timeout' OR Variable_name = 'interactive_timeout' OR Variable_name = 'wait_timeout' OR Variable_name = 'character_set_client' OR Variable_name = 'character_set_connection' OR Variable_name = 'character_set' OR Variable_name = 'character_set_server' OR Variable_name = 'tx_isolation' OR Variable_name = 'transaction_isolation' OR Variable_name = 'character_set_results' OR Variable_name = 'timezone' OR Variable_name = 'time_zone' OR Variable_name = 'system_time_zone' OR Variable_name = 'lower_case_table_names' OR Variable_name = 'max_allowed_packet' OR Variable_name = 'net_buffer_length' OR Variable_name = 'sql_mode' OR Variable_name = 'query_cache_type' OR Variable_name = 'query_cache_size' OR Variable_name = 'init_connect'
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==/* mysql-connector-java-5.1.20 ( Revision: tonci.grgin@oracle.com-20111003110438-qfydx066wsbydkbw ) */SELECT @@session.auto_increment_increment
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==/* mysql-connector-java-5.1.20 ( Revision: tonci.grgin@oracle.com-20111003110438-qfydx066wsbydkbw ) */SELECT @@session.auto_increment_increment
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==SHOW COLLATION
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==/* mysql-connector-java-5.1.20 ( Revision: tonci.grgin@oracle.com-20111003110438-qfydx066wsbydkbw ) */SELECT @@session.auto_increment_increment
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==SHOW COLLATION
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==SHOW COLLATION
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==SET NAMES utf8
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==SET character_set_results = NULL
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==SET NAMES utf8
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==SET collation_connection = utf8_general_ci
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==SET autocommit=1
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==SET NAMES utf8
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==SET sql_mode='STRICT_TRANS_TABLES'
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==SET character_set_results = NULL
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==SET character_set_results = NULL
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==SET collation_connection = utf8_general_ci
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==SET collation_connection = utf8_general_ci
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==SELECT @@session.tx_isolation
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==SET autocommit=1
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==SET autocommit=1
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==SET sql_mode='STRICT_TRANS_TABLES'
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==SET sql_mode='STRICT_TRANS_TABLES'
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==SELECT @@session.tx_isolation
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -sql==SELECT @@session.tx_isolation
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -Connected to jdbc:mysql://192.168.103.108/qic_db?useUnicode=yes&characterEncoding=UTF-8&zeroDateTimeBehavior=convertToNull&connectionCollation=utf8_general_ci&statementInterceptors=com.tom.mysql.ShowSqlStatementInterceptor
[ INFO] [2013-10-09 09:08:30]  [play.Logger] -Connected to jdbc:mysql://192.168.103.108/qicore?useUnicode=yes&characterEncoding=UTF-8&zeroDateTimeBehavior=convertToNull&connectionCollation=utf8_general_ci
[ INFO] [2013-10-09 09:08:30]  [org.hibernate.annotations.common.Version] -HCANN000001: Hibernate Commons Annotations {4.0.1.Final}
[ INFO] [2013-10-09 09:08:30]  [org.hibernate.Version] -HHH000412: Hibernate Core {4.1.3.Final}
[ INFO] [2013-10-09 09:08:30]  [org.hibernate.cfg.Environment] -HHH000206: hibernate.properties not found
[ INFO] [2013-10-09 09:08:30]  [org.hibernate.cfg.Environment] -HHH000021: Bytecode provider name : javassist
[ INFO] [2013-10-09 09:08:30]  [org.hibernate.service.jdbc.connections.internal.ConnectionProviderInitiator] -HHH000130: Instantiating explicit connection provider: org.hibernate.service.jdbc.connections.internal.DatasourceConnectionProviderImpl
[ INFO] [2013-10-09 09:08:30]  [org.hibernate.dialect.Dialect] -HHH000400: Using dialect: play.db.jpa.MySQLDialect
[ INFO] [2013-10-09 09:08:30]  [org.hibernate.engine.jdbc.internal.LobCreatorBuilder] -HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
[ INFO] [2013-10-09 09:08:30]  [org.hibernate.engine.transaction.internal.TransactionFactoryInitiator] -HHH000399: Using default transaction strategy (direct JDBC transactions)
[ INFO] [2013-10-09 09:08:30]  [org.hibernate.hql.internal.ast.ASTQueryTranslatorFactory] -HHH000397: Using ASTQueryTranslatorFactory
[DEBUG] [2013-10-09 09:08:31]  [play.Logger] -Starting Guice modules scanning
[DEBUG] [2013-10-09 09:08:31]  [play.Logger] -Guice modules cleared
[ INFO] [2013-10-09 09:08:34]  [play.Logger] -Guice injector created with modules: 
class binding.AppDefaultBindModule

[ INFO] [2013-10-09 09:08:34]  [play.Logger] -Application 'iquantClient' is now started !
[DEBUG] [2013-10-09 09:08:50]  [play.Logger] -get请求url：http://localhost:9800/api/loginWithoutCryp?u=admin&p=123456&mac=123&pid=2
[DEBUG] [2013-10-09 09:08:51]  [play.Logger] -get响应数据:：{"success":true,"token":"6f48e0ec6770ce4bfd893c0b5356c6edc251790c78988f538c9a2fca08594f7c29a7519fecb52868fb20881e2e9aa9b4"}
[ INFO] [2013-10-09 09:08:54]  [play.Logger] -miss 用户-->角色
[DEBUG] [2013-10-09 09:08:54]  [play.Logger] -get请求url：http://localhost:9100/UserInfoCt/findUserRoleInfoById?uid=1
[DEBUG] [2013-10-09 09:08:54]  [play.Logger] -get响应数据:：{"data":[{"rid":1,"uid":1,"name":"系统管理员"}],"status":0}
[ INFO] [2013-10-09 09:08:54]  [play.Logger] -miss 角色-->权限
[DEBUG] [2013-10-09 09:08:54]  [play.Logger] -get请求url：http://localhost:9100/RoleInfoCt/findRoleFunctionInfo?rid=1
[DEBUG] [2013-10-09 09:08:54]  [play.Logger] -get响应数据:：{"data":[{"id":1,"name":"菜单根节点","fpid":0},{"id":2,"name":"策略超市","fpid":1},{"id":3,"name":"策略浏览","fpid":2},{"id":4,"name":"策略订阅及评价","fpid":2},{"id":5,"name":"我的收藏，(取消) ","fpid":2},{"id":6,"name":"策略编写","fpid":2},{"id":7,"name":"策略上传","fpid":2},{"id":8,"name":"信号查看","fpid":2},{"id":9,"name":"股票池","fpid":1},{"id":10,"name":"我的收藏和评价","fpid":9},{"id":11,"name":"组合浏览","fpid":9},{"id":12,"name":"行情报价","fpid":1},{"id":13,"name":"指数","fpid":12},{"id":14,"name":"沪深股票","fpid":12},{"id":15,"name":"债券","fpid":12},{"id":16,"name":"基金","fpid":12},{"id":17,"name":"期货","fpid":12},{"id":18,"name":"外汇","fpid":12},{"id":19,"name":"f10","fpid":12},{"id":20,"name":"用户管理","fpid":1},{"id":21,"name":"用户权限管理","fpid":20},{"id":22,"name":"角色管理","fpid":20},{"id":23,"name":"策略管理","fpid":1},{"id":24,"name":"配置管理","fpid":1},{"id":25,"name":"操作日志","fpid":1},{"id":26,"name":"管理所有策略","fpid":23},{"id":27,"name":"管理个人策略","fpid":23}],"status":0}
[DEBUG] [2013-10-09 09:08:54]  [play.Logger] -post with body 请求url：http://localhost:9100/UserInfoCt/activateUsersList?pageNo=0,请求数据:
{"saleId":0,"orderFlag":0,"status":0,"flag":1}
[DEBUG] [2013-10-09 09:08:54]  [play.Logger] -post with body 响应数据:：{"data":[{"id":"895","account":"panzhiwei","name":"pzw","idCard":"","phone":"","saleName":"营业部","capitalAccount":"","applyDate":"2013-09-29","status":2},{"id":"897","account":"liuhj12","name":"liuhj","idCard":"","phone":"","saleName":"营业部","capitalAccount":"","applyDate":"2013-09-29","status":2},{"id":"898","account":"admin111","name":"tttttt","idCard":"","phone":"","saleName":"营业部","capitalAccount":"","applyDate":"2013-09-29","status":2},{"id":"899","account":"ggggg","name":"gg","idCard":"","phone":"","saleName":"营业部","capitalAccount":"","applyDate":"2013-09-29","status":2},{"id":"900","account":"tttttt","name":"qq","idCard":"","phone":"","saleName":"营业部","capitalAccount":"","applyDate":"2013-09-29","status":2}],"status":0,"rowTotal":5,"pageSize":20,"pageNo":1}
[DEBUG] [2013-10-09 09:08:54]  [play.Logger] -get请求url：http://localhost:9100/UserInfoCt/findAllDepartment
[DEBUG] [2013-10-09 09:08:54]  [play.Logger] -get响应数据:：{"data":[{"name":"营业部","id":1}],"status":0}
[DEBUG] [2013-10-09 09:08:54]  [play.Logger] -get请求url：http://localhost:9100/RoleInfoCt/findAllRole
[DEBUG] [2013-10-09 09:08:54]  [play.Logger] -get响应数据:：{"data":[{"id":3,"name":"大赛用户"},{"id":2,"name":"所有权限"},{"id":1,"name":"系统管理员"}],"status":0}
[DEBUG] [2013-10-09 09:08:54]  [play.Logger] -get请求url：http://localhost:9100/sysConfigCt/fetchValue?key=user.excel.template.dir
[DEBUG] [2013-10-09 09:08:54]  [play.Logger] -get响应数据:：{"data":"public/attachment/template.xls","status":0}
[ INFO] [2013-10-09 09:09:16]  [play.Logger] -hit 用户-->角色
[ INFO] [2013-10-09 09:09:16]  [play.Logger] -hit 角色-->权限
[DEBUG] [2013-10-09 09:09:16]  [play.Logger] -post with body 请求url：http://localhost:9100/UserInfoCt/usersList?pageNo=0,请求数据:
{"saleId":0,"orderFlag":0,"status":0,"roleId":0,"flag":2}
[DEBUG] [2013-10-09 09:09:16]  [play.Logger] -post with body 响应数据:：{"data":[{"id":"1","account":"admin","name":"管理员","idCard":"","phone":"","saleName":"营业部","capitalAccount":"","applyDate":"2013-03-01","status":10,"roleName":"系统管理员","startDate":"2013-03-01","endDate":"2099-01-01"},{"id":"885","account":"tom12345","name":"tom","idCard":"","phone":"123","applyDate":"2013-09-28","status":10,"roleName":"所有权限,大赛用户","startDate":"2013-09-28","endDate":"2013-10-18"},{"id":"886","account":"tom2222","name":"tommmm","idCard":"","phone":"23","applyDate":"2013-09-28","status":10,"roleName":"所有权限","startDate":"2013-09-28","endDate":"2015-09-03"},{"id":"894","account":"csmarapi","name":"csmarapi","idCard":"436879878747848574","phone":"13725484787","applyDate":"2013-09-29","status":10,"roleName":"大赛用户","startDate":"2013-09-29","endDate":"2099-09-09"},{"id":"901","account":"liddd","name":"liC","idCard":"","phone":"ss","applyDate":"2013-09-29","status":10,"roleName":"所有权限","startDate":"2013-09-29","endDate":"2013-10-12"}],"status":0,"rowTotal":5,"pageSize":20,"pageNo":1}
[DEBUG] [2013-10-09 09:09:16]  [play.Logger] -get请求url：http://localhost:9100/UserInfoCt/findAllDepartment
[DEBUG] [2013-10-09 09:09:16]  [play.Logger] -get响应数据:：{"data":[{"name":"营业部","id":1}],"status":0}
[DEBUG] [2013-10-09 09:09:16]  [play.Logger] -get请求url：http://localhost:9100/RoleInfoCt/findAllRole
[DEBUG] [2013-10-09 09:09:16]  [play.Logger] -get响应数据:：{"data":[{"id":3,"name":"大赛用户"},{"id":2,"name":"所有权限"},{"id":1,"name":"系统管理员"}],"status":0}
[ INFO] [2013-10-09 09:09:19]  [play.Logger] -hit 用户-->角色
[ INFO] [2013-10-09 09:09:19]  [play.Logger] -hit 角色-->权限
[DEBUG] [2013-10-09 09:09:19]  [play.Logger] -post with body 请求url：http://localhost:9100/UserInfoCt/dueUsersList?pageNo=0,请求数据:
{"saleId":0,"orderFlag":0,"status":0,"roleId":0,"flag":3}
[DEBUG] [2013-10-09 09:09:19]  [play.Logger] -post with body 响应数据:：{"data":[{"id":"896","account":"litest","name":"liA","idCard":"ll","phone":"123","applyDate":"2013-09-29","status":10,"roleName":"所有权限,大赛用户","endDate":"2013-10-03"}],"status":0,"rowTotal":1,"pageSize":20,"pageNo":1}
[DEBUG] [2013-10-09 09:09:19]  [play.Logger] -get请求url：http://localhost:9100/UserInfoCt/findAllDepartment
[DEBUG] [2013-10-09 09:09:19]  [play.Logger] -get响应数据:：{"data":[{"name":"营业部","id":1}],"status":0}
[DEBUG] [2013-10-09 09:09:19]  [play.Logger] -get请求url：http://localhost:9100/RoleInfoCt/findAllRole
[DEBUG] [2013-10-09 09:09:19]  [play.Logger] -get响应数据:：{"data":[{"id":3,"name":"大赛用户"},{"id":2,"name":"所有权限"},{"id":1,"name":"系统管理员"}],"status":0}
[ INFO] [2013-10-09 09:09:20]  [play.Logger] -hit 用户-->角色
[ INFO] [2013-10-09 09:09:20]  [play.Logger] -hit 角色-->权限
[DEBUG] [2013-10-09 09:09:20]  [play.Logger] -post with body 请求url：http://localhost:9100/UserInfoCt/usersList?pageNo=0,请求数据:
{"saleId":0,"orderFlag":0,"status":0,"roleId":0,"flag":2}
[DEBUG] [2013-10-09 09:09:20]  [play.Logger] -post with body 响应数据:：{"data":[{"id":"1","account":"admin","name":"管理员","idCard":"","phone":"","saleName":"营业部","capitalAccount":"","applyDate":"2013-03-01","status":10,"roleName":"系统管理员","startDate":"2013-03-01","endDate":"2099-01-01"},{"id":"885","account":"tom12345","name":"tom","idCard":"","phone":"123","applyDate":"2013-09-28","status":10,"roleName":"所有权限,大赛用户","startDate":"2013-09-28","endDate":"2013-10-18"},{"id":"886","account":"tom2222","name":"tommmm","idCard":"","phone":"23","applyDate":"2013-09-28","status":10,"roleName":"所有权限","startDate":"2013-09-28","endDate":"2015-09-03"},{"id":"894","account":"csmarapi","name":"csmarapi","idCard":"436879878747848574","phone":"13725484787","applyDate":"2013-09-29","status":10,"roleName":"大赛用户","startDate":"2013-09-29","endDate":"2099-09-09"},{"id":"901","account":"liddd","name":"liC","idCard":"","phone":"ss","applyDate":"2013-09-29","status":10,"roleName":"所有权限","startDate":"2013-09-29","endDate":"2013-10-12"}],"status":0,"rowTotal":5,"pageSize":20,"pageNo":1}
[DEBUG] [2013-10-09 09:09:20]  [play.Logger] -get请求url：http://localhost:9100/UserInfoCt/findAllDepartment
[DEBUG] [2013-10-09 09:09:21]  [play.Logger] -get响应数据:：{"data":[{"name":"营业部","id":1}],"status":0}
[DEBUG] [2013-10-09 09:09:21]  [play.Logger] -get请求url：http://localhost:9100/RoleInfoCt/findAllRole
[DEBUG] [2013-10-09 09:09:21]  [play.Logger] -get响应数据:：{"data":[{"id":3,"name":"大赛用户"},{"id":2,"name":"所有权限"},{"id":1,"name":"系统管理员"}],"status":0}
[ INFO] [2013-10-09 09:09:22]  [play.Logger] -fetchTradeAccount 要操作的opUid为[1]
[DEBUG] [2013-10-09 09:09:22]  [play.Logger] -get请求url：http://localhost:9100/productCt/fetchTradeAccountList?ntToken=6f48e0ec6770ce4bfd893c0b5356c6edc251790c78988f538c9a2fca08594f7c29a7519fecb52868fb20881e2e9aa9b4&__opUid=1
[DEBUG] [2013-10-09 09:09:22]  [play.Logger] -get响应数据:：{"data":[{"name":"看看看","account":"2323","password":"2323","used":0,"type":0,"clientId":"23","targetCompId":"23","hedgeType":0,"id":481},{"name":"23","account":"SS","password":"S","used":0,"type":0,"clientId":"","targetCompId":"","hedgeType":0,"id":483},{"name":"SS","account":"SS","password":"SS","used":0,"type":0,"clientId":"","targetCompId":"","hedgeType":0,"id":484},{"name":"a","account":"b","password":"c","used":0,"type":0,"clientId":"","targetCompId":"","hedgeType":0,"id":485},{"name":"b","account":"c","password":"d","used":0,"type":1,"clientId":"e","targetCompId":"f","id":486}],"status":0}
[ INFO] [2013-10-09 09:09:34]  [play.Logger] -hit 用户-->角色
[ INFO] [2013-10-09 09:09:34]  [play.Logger] -hit 角色-->权限
[DEBUG] [2013-10-09 09:09:34]  [play.Logger] -post with body 请求url：http://localhost:9100/UserInfoCt/dueUsersList?pageNo=0,请求数据:
{"saleId":0,"orderFlag":0,"status":0,"roleId":0,"flag":3}
[DEBUG] [2013-10-09 09:09:34]  [play.Logger] -post with body 响应数据:：{"data":[{"id":"896","account":"litest","name":"liA","idCard":"ll","phone":"123","applyDate":"2013-09-29","status":10,"roleName":"所有权限,大赛用户","endDate":"2013-10-03"}],"status":0,"rowTotal":1,"pageSize":20,"pageNo":1}
[DEBUG] [2013-10-09 09:09:34]  [play.Logger] -get请求url：http://localhost:9100/UserInfoCt/findAllDepartment
[DEBUG] [2013-10-09 09:09:34]  [play.Logger] -get响应数据:：{"data":[{"name":"营业部","id":1}],"status":0}
[DEBUG] [2013-10-09 09:09:34]  [play.Logger] -get请求url：http://localhost:9100/RoleInfoCt/findAllRole
[DEBUG] [2013-10-09 09:09:34]  [play.Logger] -get响应数据:：{"data":[{"id":3,"name":"大赛用户"},{"id":2,"name":"所有权限"},{"id":1,"name":"系统管理员"}],"status":0}
[ INFO] [2013-10-09 09:09:56]  [play.Logger] -hit 用户-->角色
[ INFO] [2013-10-09 09:09:56]  [play.Logger] -hit 角色-->权限
[DEBUG] [2013-10-09 09:09:56]  [play.Logger] -post with body 请求url：http://localhost:9100/UserInfoCt/dueUsersList?pageNo=0,请求数据:
{"name":"","account":"","saleId":0,"orderFlag":0,"status":0,"roleId":0,"flag":3}
[DEBUG] [2013-10-09 09:09:56]  [play.Logger] -post with body 响应数据:：{"data":[{"id":"896","account":"litest","name":"liA","idCard":"ll","phone":"123","applyDate":"2013-09-29","status":10,"roleName":"所有权限,大赛用户","endDate":"2013-10-03"}],"status":0,"rowTotal":1,"pageSize":20,"pageNo":1}
[DEBUG] [2013-10-09 09:09:57]  [play.Logger] -get请求url：http://localhost:9100/UserInfoCt/findAllDepartment
[DEBUG] [2013-10-09 09:09:57]  [play.Logger] -get响应数据:：{"data":[{"name":"营业部","id":1}],"status":0}
[DEBUG] [2013-10-09 09:09:57]  [play.Logger] -get请求url：http://localhost:9100/RoleInfoCt/findAllRole
[DEBUG] [2013-10-09 09:09:57]  [play.Logger] -get响应数据:：{"data":[{"id":3,"name":"大赛用户"},{"id":2,"name":"所有权限"},{"id":1,"name":"系统管理员"}],"status":0}
[ INFO] [2013-10-09 09:10:01]  [play.Logger] -hit 用户-->角色
[ INFO] [2013-10-09 09:10:01]  [play.Logger] -hit 角色-->权限
[DEBUG] [2013-10-09 09:10:01]  [play.Logger] -post with body 请求url：http://localhost:9100/UserInfoCt/usersList?pageNo=0,请求数据:
{"saleId":0,"orderFlag":0,"status":0,"roleId":0,"flag":2}
[DEBUG] [2013-10-09 09:10:01]  [play.Logger] -post with body 响应数据:：{"data":[{"id":"1","account":"admin","name":"管理员","idCard":"","phone":"","saleName":"营业部","capitalAccount":"","applyDate":"2013-03-01","status":10,"roleName":"系统管理员","startDate":"2013-03-01","endDate":"2099-01-01"},{"id":"885","account":"tom12345","name":"tom","idCard":"","phone":"123","applyDate":"2013-09-28","status":10,"roleName":"所有权限,大赛用户","startDate":"2013-09-28","endDate":"2013-10-18"},{"id":"886","account":"tom2222","name":"tommmm","idCard":"","phone":"23","applyDate":"2013-09-28","status":10,"roleName":"所有权限","startDate":"2013-09-28","endDate":"2015-09-03"},{"id":"894","account":"csmarapi","name":"csmarapi","idCard":"436879878747848574","phone":"13725484787","applyDate":"2013-09-29","status":10,"roleName":"大赛用户","startDate":"2013-09-29","endDate":"2099-09-09"},{"id":"901","account":"liddd","name":"liC","idCard":"","phone":"ss","applyDate":"2013-09-29","status":10,"roleName":"所有权限","startDate":"2013-09-29","endDate":"2013-10-12"}],"status":0,"rowTotal":5,"pageSize":20,"pageNo":1}
[DEBUG] [2013-10-09 09:10:01]  [play.Logger] -get请求url：http://localhost:9100/UserInfoCt/findAllDepartment
[DEBUG] [2013-10-09 09:10:01]  [play.Logger] -get响应数据:：{"data":[{"name":"营业部","id":1}],"status":0}
[DEBUG] [2013-10-09 09:10:01]  [play.Logger] -get请求url：http://localhost:9100/RoleInfoCt/findAllRole
[DEBUG] [2013-10-09 09:10:01]  [play.Logger] -get响应数据:：{"data":[{"id":3,"name":"大赛用户"},{"id":2,"name":"所有权限"},{"id":1,"name":"系统管理员"}],"status":0}
[ INFO] [2013-10-09 09:10:01]  [play.Logger] -hit 用户-->角色
[ INFO] [2013-10-09 09:10:01]  [play.Logger] -hit 角色-->权限
[DEBUG] [2013-10-09 09:10:01]  [play.Logger] -post with body 请求url：http://localhost:9100/UserInfoCt/activateUsersList?pageNo=0,请求数据:
{"saleId":0,"orderFlag":0,"status":0,"flag":1}
[DEBUG] [2013-10-09 09:10:01]  [play.Logger] -post with body 响应数据:：{"data":[{"id":"895","account":"panzhiwei","name":"pzw","idCard":"","phone":"","saleName":"营业部","capitalAccount":"","applyDate":"2013-09-29","status":2},{"id":"897","account":"liuhj12","name":"liuhj","idCard":"","phone":"","saleName":"营业部","capitalAccount":"","applyDate":"2013-09-29","status":2},{"id":"898","account":"admin111","name":"tttttt","idCard":"","phone":"","saleName":"营业部","capitalAccount":"","applyDate":"2013-09-29","status":2},{"id":"899","account":"ggggg","name":"gg","idCard":"","phone":"","saleName":"营业部","capitalAccount":"","applyDate":"2013-09-29","status":2},{"id":"900","account":"tttttt","name":"qq","idCard":"","phone":"","saleName":"营业部","capitalAccount":"","applyDate":"2013-09-29","status":2}],"status":0,"rowTotal":5,"pageSize":20,"pageNo":1}
[DEBUG] [2013-10-09 09:10:01]  [play.Logger] -get请求url：http://localhost:9100/UserInfoCt/findAllDepartment
[DEBUG] [2013-10-09 09:10:01]  [play.Logger] -get响应数据:：{"data":[{"name":"营业部","id":1}],"status":0}
[DEBUG] [2013-10-09 09:10:01]  [play.Logger] -get请求url：http://localhost:9100/RoleInfoCt/findAllRole
[DEBUG] [2013-10-09 09:10:01]  [play.Logger] -get响应数据:：{"data":[{"id":3,"name":"大赛用户"},{"id":2,"name":"所有权限"},{"id":1,"name":"系统管理员"}],"status":0}
[DEBUG] [2013-10-09 09:10:01]  [play.Logger] -get请求url：http://localhost:9100/sysConfigCt/fetchValue?key=user.excel.template.dir
[DEBUG] [2013-10-09 09:10:01]  [play.Logger] -get响应数据:：{"data":"public/attachment/template.xls","status":0}
[ INFO] [2013-10-09 09:10:04]  [play.Logger] -hit 用户-->角色
[ INFO] [2013-10-09 09:10:04]  [play.Logger] -hit 角色-->权限
[DEBUG] [2013-10-09 09:10:04]  [play.Logger] -get请求url：http://localhost:9100/RoleInfoCt/findRoleFunctionInfo?rid=1
